SUBSTÂNCIA;LABORATÓRIO;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);PMC Sem Impostos;TARJA;;
DICLORIDRATO DE PRAMIPEXOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL/AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;37,02;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL/AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;84,52;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL/AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;254,66;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;254,66;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 100 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL;FUNDACAO OSWALDO CRUZ;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 30 ;N4A - ANTIPARKINSONIANOS;Genérico;36,47;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL;FUNDACAO OSWALDO CRUZ;DICLORIDRATO DE PRAMIPEXOL;0,250 MG COM CT BL AL AL X 30  ;N4A - ANTIPARKINSONIANOS;Genérico;84,12;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL;FUNDACAO OSWALDO CRUZ;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;251,02;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;EUROFARMA LABORATORIOS S.A.;DICLORIDRATO DE PRAMIPEXOL;0,375MG COM LIB PROL CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;95,50;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUERA;0,125 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Similar;23,52;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUERA;0,25 MG COM CT BL AL AL X 10;N4A - ANTIPARKINSONIANOS;Similar;15,66;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUERA;0,25 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Similar;46,99;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUERA;1 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Similar;188,11;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;SUPERA FARMA LABORATÓRIOS S.A;MINÉRGI;0,375MG COM LIB PROL CT BL AL AL X 5;N4A - ANTIPARKINSONIANOS;Similar;15,91;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;SUPERA FARMA LABORATÓRIOS S.A;MINÉRGI;0,750MG COM LIB PROL CT BL AL AL X 5;N4A - ANTIPARKINSONIANOS;Similar;31,82;Tarja Vermelha sob restrição;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 30  ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 100 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 200 (EMB HOSP) ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL PLAS OPC X 30;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL PLAS OPC X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP) ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP) ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL AL X 30   ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL AL X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL AL X 100 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL AL X 200 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL PLAS OPC X 30;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL PLAS OPC X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;0,25 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 30   ;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 200 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL PLAS OPC X 30;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL PLAS OPC X 60;N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP);N4A - ANTIPARKINSONIANOS;Genérico;;- (*) ;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;35,45;Tarja Vermelha;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;0,125 MG COM CT BL AL AL X 300;N4A - ANTIPARKINSONIANOS;Genérico;;Tarja Vermelha;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;0,250 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;80,96;Tarja Vermelha;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;0,250 MG COM CT BL AL AL X 300;N4A - ANTIPARKINSONIANOS;Genérico;;Tarja Vermelha;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 30;N4A - ANTIPARKINSONIANOS;Genérico;244,06;Tarja Vermelha;;
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;PRATI DONADUZZI & CIA LTDA;DICLORIDRATO DE PRAMIPEXOL;1 MG COM CT BL AL AL X 300;N4A - ANTIPARKINSONIANOS;Genérico;;Tarja Vermelha;;
DICLORIDRATO DE SAPROPTERINA;BIOMARIN BRASIL FARMACÊUTICA LTDA;KUVAN;100 MG COM SOL CT FR PLAS OPC X 30;A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO;Novo;4442,33;Tarja Vermelha;;
DICLORIDRATO DE TRIENTINA;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA;WILLENTINE;250 MG CAP DURA CT FR PLAS PEAD OPC X 15;A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO;Novo;4505,62;Tarja Vermelha;;
DICLORIDRATO DE TRIENTINA;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA;WILLENTINE;250 MG CAP DURA CT FR PLAS PEAD OPC X 30;A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO;Novo;9011,21;Tarja Vermelha;;
DICLORIDRATO DE TRIENTINA;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA;WILLENTINE;250 MG CAP DURA CT FR PLAS PEAD OPC X 100;A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO;Novo;30037,38;Tarja Vermelha;;
DICLORIDRATO DE TRIFLUOPERAZINA;GLAXOSMITHKLINE BRASIL LTDA;STELAZINE;2 MG COM REV CT BL AL PLAS TRANS X 20;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Similar;10,76;Tarja Vermelha sob restrição;;
DICLORIDRATO DE TRIFLUOPERAZINA;GLAXOSMITHKLINE BRASIL LTDA;STELAZINE;5 MG COM REV CT BL AL PLAS TRANS X 20;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Similar;15,47;Tarja Vermelha sob restrição;;
DICLORIDRATO DE TRIMETAZIDINA;EUROFARMA LABORATORIOS S.A.;VASCOR MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;21,57;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EUROFARMA LABORATORIOS S.A.;VASCOR MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;80,85;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EUROFARMA LABORATORIOS S.A.;VASCOR MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;161,70;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EUROFARMA LABORATORIOS S.A.;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EUROFARMA LABORATORIOS S.A.;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,56;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;22,30;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,87;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;41,78;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;55,66;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,53;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;139,18;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;NEOVANGY MR;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,03;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;22,30;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,87;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;41,78;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;55,66;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,53;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;139,18;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;EMS S/A;QUICARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,03;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;SUPERA FARMA LABORATÓRIOS S.A;MUSKARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;22,17;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;SUPERA FARMA LABORATÓRIOS S.A;MUSKARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,13;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;SUPERA FARMA LABORATÓRIOS S.A;MUSKARD;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;166,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,55;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SOANZA XR;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,84;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SOANZA XR;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,51;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SOANZA XR;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,01;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;14,49;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;18,10;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;27,15;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;36,18;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;90,47;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,56;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;22,30;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,87;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;41,78;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;55,66;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,53;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;139,18;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;GERMED FARMACEUTICA LTDA;HERZATEN;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,03;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;VASTAREL;35 MG COM REV CT BL AL PLAS PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;83,51;Tarja Vermelha;;
